t,temp,humd
115834,25.2,40.3
115835,25.2,40.3
115836,25.2,40.3
115837,25.2,40.3
115838,25.2,40.3
115839,25.2,40.3
115840,25.2,40.3
115841,25.2,40.3
115842,25.2,40.3
115843,25.2,40.3
115844,25.2,40.3
115845,25.2,40.3
115846,25.2,40.3
115847,25.2,40.4
115848,25.2,40.4
115849,25.2,40.4
115851,25.2,40.4
115852,25.2,40.4
115853,25.2,40.3
115854,25.2,40.3
115855,25.2,40.3
115856,25.2,40.3
115857,25.2,40.3
115858,25.2,40.3
115859,25.2,40.3
115900,25.2,40.3
115901,25.2,40.3
115902,25.2,40.3
115903,25.2,40.3
115904,25.2,40.3
115905,25.2,40.3
115906,25.2,40.3
115908,25.2,40.3
115909,25.2,40.4
115910,25.2,40.4
115911,25.2,40.4
115912,25.2,40.4
115913,25.2,40.4
115914,25.2,40.4
115915,25.2,40.4
115916,25.2,40.4
115917,25.2,40.4
115918,25.2,40.4
115919,25.2,40.4
115920,25.2,40.4
115921,25.2,40.4
115922,25.2,40.3
115923,25.2,40.3
115925,25.2,40.3
115926,25.2,40.4
115927,25.2,40.3
115928,25.2,40.4
115929,25.2,40.4
115930,25.2,40.4
115931,25.2,40.4
115932,25.2,40.4
115933,25.2,40.4
115934,25.2,40.4
115935,25.2,40.4
115936,25.2,40.4
115937,25.2,40.4
115938,25.2,40.4
115939,25.2,40.4
115940,25.2,40.4
115942,25.2,40.5
115943,25.2,40.5
115944,25.2,40.5
115945,25.2,40.5
115946,25.2,40.5
115947,25.2,40.5
115948,25.1,40.5
115949,25.1,40.5
115950,25.2,40.5
115951,25.2,40.5
115952,25.2,40.5
115953,25.2,40.4
115954,25.2,40.4
115955,25.1,40.4
115956,25.2,40.4
115957,25.2,40.4
115959,25.2,40.4
120000,25.2,40.4
120001,25.2,40.4
120002,25.2,40.4
120003,25.2,40.4
120004,25.2,40.4
120005,25.2,40.4
120006,25.2,40.3
120007,25.2,40.4
120008,25.2,40.4
120009,25.2,40.4
120010,25.2,40.4
120011,25.2,40.4
120012,25.2,40.4
120013,25.2,40.4
120014,25.2,40.4
120016,25.1,40.4
120017,25.2,40.4
120018,25.1,40.4
120019,25.2,40.4
120020,25.2,40.4
120021,25.1,40.4
120022,25.2,40.4
120023,25.2,40.4
120024,25.1,40.5
120025,25.2,40.5
120026,25.1,40.5
120027,25.2,40.5
120028,25.1,40.5
120029,25.1,40.5
120030,25.1,40.5
120031,25.1,40.5
120033,25.1,40.5
120034,25.1,40.4
120035,25.1,40.4
120036,25.1,40.4
120037,25.1,40.4
120038,25.1,40.4
120039,25.1,40.5
120040,25.1,40.5
120041,25.1,40.5
120042,25.1,40.5
120043,25.1,40.5
120044,25.1,40.5
120045,25.1,40.5
120046,25.1,40.5
120047,25.1,40.5
120048,25.1,40.5
120050,25.1,40.4
120051,25.1,40.4
120052,25.1,40.4
120053,25.1,40.5
120054,25.1,40.5
120055,25.1,40.6
120056,25.1,40.6
120057,25.1,40.6
120058,25.1,40.6
120059,25.1,40.6
120100,25.1,40.6
120101,25.1,40.5
120102,25.1,40.5
120103,25.1,40.5
120104,25.1,40.5
120106,25.1,40.5
120107,25.1,40.5
120108,25.1,40.5
120109,25.1,40.5
120110,25.1,40.5
120111,25.1,40.6
120112,25.1,40.5
120113,25.1,40.5
120114,25.1,40.5
120115,25.1,40.5
120116,25.1,40.5
120117,25.1,40.5
120118,25.1,40.5
120119,25.1,40.5
120120,25.1,40.5
120121,25.1,40.5
120123,25.1,40.5
120124,25.1,40.5
120125,25.1,40.5
120126,25.1,40.5
120127,25.1,40.4
120128,25.1,40.4
120129,25.1,40.5
120130,25.1,40.5
120131,25.1,40.5
120132,25.1,40.5
120133,25.1,40.5
120134,25.1,40.5
120135,25.1,40.5
120136,25.1,40.5
120137,25.1,40.5
120138,25.1,40.5
120140,25.1,40.5
120141,25.1,40.5
120142,25.1,40.5
120143,25.1,40.5
120144,25.1,40.5
120145,25.1,40.5
120146,25.1,40.5
120147,25.1,40.6
120148,25.1,40.6
120149,25.1,40.6
120150,25.1,40.6
120151,25.1,40.6
120152,25.1,40.6
120153,25.1,40.6
120154,25.1,40.6
120155,25.1,40.5
120157,25.1,40.5
120158,25.1,40.5
120159,25.1,40.5
120200,25.1,40.6
120201,25.1,40.6
120202,25.1,40.6
120203,25.1,40.6
120204,25.1,40.6
120205,25.1,40.6
120206,25.1,40.5
120207,25.1,40.5
120208,25.1,40.5
120209,25.1,40.5
120210,25.1,40.5
120211,25.1,40.5
120212,25.1,40.6
120214,25.1,40.6
120215,25.1,40.6
120216,25.1,40.6
120217,25.1,40.6
120218,25.1,40.6
120219,25.1,40.6
120220,25.1,40.6
120221,25.1,40.6
120222,25.1,40.6
120223,25.1,40.6
120224,25.1,40.6
120225,25.1,40.5
120226,25.1,40.5
120227,25.1,40.5
120228,25.1,40.5
120229,25.1,40.5
120231,25.1,40.5
120232,25.1,40.5
120233,25.1,40.5
120234,25.1,40.5
120235,25.1,40.6
120236,25.1,40.6
120237,25.1,40.6
120238,25.1,40.6
120239,25.1,40.6
120240,25.1,40.6
120241,25.1,40.6
120242,25.1,40.6
120243,25.1,40.6
120244,25.1,40.6
120245,25.1,40.6
120246,25.1,40.6
120248,25.0,40.6
120249,25.0,40.6
120250,25.1,40.6
120251,25.1,40.6
120252,25.0,40.6
120253,25.0,40.6
120254,25.0,40.6
120255,25.0,40.6
120256,25.0,40.6
120257,25.0,40.6
120258,25.0,40.6
120259,25.0,40.6
120300,25.0,40.6
120301,25.0,40.6
120302,25.0,40.6
120303,25.0,40.6
120305,25.0,40.6
120306,25.0,40.6
120307,25.0,40.6
120308,25.0,40.6
120309,25.0,40.6
120310,25.0,40.6
120311,25.0,40.6
120312,25.0,40.6
120313,25.0,40.6
120314,25.0,40.6
120315,25.0,40.6
120316,25.0,40.6
120317,25.0,40.7
120318,25.0,40.7
120319,25.0,40.7
120320,25.0,40.7
120322,25.0,40.7
120323,25.0,40.7
120324,25.0,40.7
120325,25.0,40.7
120326,25.0,40.7
120327,25.0,40.7
120328,25.0,40.7
120329,25.0,40.7
120330,25.0,40.7
120331,25.0,40.7
120332,25.0,40.7
120333,25.0,40.7
120334,25.0,40.7
120335,25.0,40.7
120336,25.0,40.7
120337,25.0,40.7
120339,25.0,40.7
120340,25.0,40.7
120341,25.0,40.7
120342,25.0,40.7
120343,25.0,40.7
120344,25.0,40.7
120345,25.0,40.7
120346,25.0,40.7
120347,25.0,40.7
120348,25.0,40.7
120349,25.0,40.7
120350,25.0,40.7
120351,25.0,40.7
120352,25.0,40.7
120353,25.0,40.7
120355,25.0,40.7
120356,25.0,40.7
120357,25.0,40.7
120358,25.0,40.7
120359,25.0,40.7
120400,25.0,40.7
120401,25.0,40.7
120402,25.0,40.7
120403,25.0,40.7
120404,25.0,40.7
120405,25.0,40.7
120406,25.0,40.7
120407,25.0,40.7
120408,25.0,40.7
120409,25.0,40.7
120410,25.0,40.7
120412,25.0,40.7
120413,25.0,40.7
120414,25.0,40.7
120415,25.0,40.7
120416,25.0,40.7
120417,25.0,40.7
120418,25.0,40.7
120419,25.0,40.7
120420,25.0,40.7
120421,25.0,40.7
120422,25.0,40.7
120423,25.0,40.7
120424,25.0,40.7
120425,25.0,40.7
120426,25.0,40.7
120427,25.0,40.7
120429,25.0,40.7
120430,25.0,40.7
120431,25.0,40.7
120432,25.0,40.7
120433,25.0,40.7
120434,25.0,40.7
120435,25.0,40.7
120436,25.0,40.7
120437,25.0,40.7
120438,25.0,40.7
120439,25.0,40.7
120440,25.0,40.7
120441,25.0,40.7
120442,25.0,40.7
120443,25.0,40.7
120444,25.0,40.7
120446,25.0,40.7
120447,25.0,40.7
120448,25.0,40.6
120449,25.0,40.6
120450,25.0,40.7
120451,25.0,40.7
120452,25.0,40.7
120453,25.0,40.7
120454,25.0,40.7
120455,25.0,40.7
120456,25.0,40.7
120457,25.0,40.7
120458,25.0,40.7
120459,25.0,40.7
120500,25.0,40.7
120501,25.0,40.7
120503,25.0,40.7
120504,25.0,40.7
120505,25.0,40.7
120506,25.0,40.7
120507,25.0,40.7
120508,25.0,40.8
120509,25.0,40.8
120510,25.0,40.8
120511,25.0,40.8
120512,25.0,40.7
120513,25.0,40.7
120514,25.0,40.7
120515,25.0,40.8
120516,25.0,40.8
120517,25.0,40.8
120518,25.0,40.8
120520,25.0,40.7
120521,25.0,40.8
120522,25.0,40.8
120523,25.0,40.7
120524,25.0,40.7
120525,25.0,40.7
120526,25.0,40.7
120527,25.0,40.6
120528,25.0,40.6
120529,25.0,40.6
120530,25.0,40.7
120531,25.0,40.7
120532,25.0,40.7
120533,25.0,40.7
120534,25.0,40.7
120535,25.0,40.7
120537,25.0,40.7
120538,25.0,40.7
120539,25.0,40.7
120540,25.0,40.7
120541,25.0,40.7
120542,25.0,40.7
120543,25.0,40.7
120544,25.0,40.7
120545,25.0,40.7
120546,25.0,40.7
120547,25.0,40.7
120548,25.0,40.7
120549,25.0,40.7
120550,24.9,40.7
120551,25.0,40.7
120552,25.0,40.7
120554,25.0,40.7
120555,25.0,40.7
120556,25.0,40.8
120557,25.0,40.7
120558,25.0,40.7
120559,25.0,40.7
120600,25.0,40.8
120601,24.9,40.8
120602,24.9,40.8
120603,25.0,40.7
120604,25.0,40.7
120605,25.0,40.7
120606,25.0,40.7
120607,25.0,40.7
120608,25.0,40.7
120610,25.0,40.8
120611,24.9,40.8
120612,25.0,40.8
120613,25.0,40.8
120614,25.0,40.8
120615,24.9,40.8
120616,24.9,40.8
120617,24.9,40.8
120618,24.9,40.8
120619,24.9,40.9
120620,24.9,40.9
120621,24.9,40.8
120622,24.9,40.8
120623,24.9,40.8
120624,25.0,40.8
120625,24.9,40.8
120627,24.9,40.8
120628,24.9,40.8
120629,25.0,40.8
120630,24.9,40.8
120631,24.9,40.8
120632,24.9,40.8
120633,24.9,40.8
120634,24.9,40.8
120635,24.9,40.8
120636,24.9,40.8
120637,24.9,40.8
120638,24.9,40.8
120639,24.9,40.8
120640,24.9,40.8
120641,24.9,40.8
120642,24.9,40.8
120644,24.9,40.8
120645,24.9,40.8
120646,24.9,40.8
120647,24.9,40.8
120648,24.9,40.8
120649,24.9,40.8
120650,24.9,40.8
120651,24.9,40.8
120652,24.9,40.8
120653,24.9,40.8
120654,24.9,40.8
120655,24.9,40.8
120656,24.9,40.9
